Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Company Age,Min Salary,Max Salary,Avg Salary
Junior Data Analyst,59-85 ,5.0,"Staffigo Technical Services, LLC","New York, NY","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,18.0,59.0,85,72.0
Microsoft Dynamics CRM Data Analyst,59-85 ,3.7,IBM,"New York, NY","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",-1,115.0,59.0,85,72.0
Practice Analyst Data,59-85 ,4.0,Northwell Health,"Manhasset, NY","Lake Success, NY",10000+ employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Catholic Health System, NewYork-Presbyterian Hospital",-1,29.0,59.0,85,72.0
Buyside - Data Scientist/Research Analyst,59-85 ,3.3,Huxley,"New York, NY","London, United Kingdom",201 to 500 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,-1,31.0,59.0,85,72.0
Data Analyst - Healthcare Provider Networks and Formularies,59-85 ,2.9,Vericred,"New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,11.0,59.0,85,72.0
Electronic Trading Data Analyst,59-85 ,3.6,Scotiabank,"New York, NY","Toronto, Canada",10000+ employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),RBC,-1,194.0,59.0,85,72.0
"Data Analyst, Center for Developing Brain",59-85 ,3.2,Child Mind Institute,"New York, NY","New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1,-1,17.0,59.0,85,72.0
Data Processing & Performance Analyst,59-85 ,3.1,Balance Innovations,"New York, NY","Lenexa, KS",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1,,59.0,85,72.0
Business Analyst - Data Analyst,59-85 ,3.4,Asset Staffing,"Newark, NJ","New York, NY",201 to 500 employees,-1,Contract,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,,59.0,85,72.0
Data Analyst with Rochade,59-85 ,4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,22.0,59.0,85,72.0
Advertising Data Analyst,59-85 ,4.3,"Hearst Television, Inc","New York, NY","Cincinnati, OH",51 to 200 employees,-1,Company - Private,TV Broadcast & Cable Networks,Media,$5 to $10 million (USD),-1,-1,,59.0,85,72.0
Product Analyst - Data,59-85 ,2.7,William Hill US,"Jersey City, NJ","London, United Kingdom",10000+ employees,1934,Company - Public,Gambling,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),Sky Betting & Gaming,TRUE,92.0,59.0,85,72.0
Senior Data Analyst,59-85 ,4.1,Rockstar Games,"New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),-1,-1,28.0,59.0,85,72.0
Data Analyst,59-85 ,4.4,ZDAAS,"Brooklyn, NY","Baltimore, MD",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,,59.0,85,72.0
Market Research Data Analyst - Physician Technology,59-85 ,3.1,Decision Resources Group,"New York, NY","Burlington, MA",1001 to 5000 employees,1990,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),"IQVIA, GlobalData",-1,36.0,59.0,85,72.0
Data Analyst,59-85 ,3.0,Highbridge Consulting LLC,"New York, NY","Pleasantville, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,59.0,85,72.0
Look ML Data Analyst,59-85 ,2.9,"NTT DATA, Inc.","New York, NY","Singapore, Singapore",201 to 500 employees,-1,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,-1,-1,,59.0,85,72.0
Data Collection Analyst,59-85 ,3.9,Columbia University,"New York, NY","New York, NY",10000+ employees,1938,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1,-1,88.0,59.0,85,72.0
Data Analyst,59-85 ,4.2,Precision technologies corp,"New York, NY","New Brunswick, NJ",201 to 500 employees,2008,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,18.0,59.0,85,72.0
DATA ENTRY/ BILLING ANALYST,59-85 ,3.9,Cactus Holdings,"Queens Village, NY","Mumbai, India",1001 to 5000 employees,2002,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,-1,24.0,59.0,85,72.0
Student Persistence Initiative Data Analyst/Scientist,59-85 ,4.2,Cuny Research Foundation,"New York, NY","New York, NY",10000+ employees,1963,Nonprofit Organization,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1,63.0,59.0,85,72.0
Data Quality Analyst,59-85 ,-1.0,SGA Inc.,"New York, NY","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1,30.0,59.0,85,72.0
Data Governance Analyst,59-85 ,5.0,Crossfire Consulting Corporation,"New York, NY","Yorktown Heights, NY",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,,59.0,85,72.0
Sr. Business Intelligence Engineer / Data Analyst,59-85 ,3.9,Amazon,"New York, NY","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,32.0,59.0,85,72.0
Data Analyst,59-85 ,3.4,Voice,"Brooklyn, NY",-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,59.0,85,72.0
Data Analyst,59-85 ,2.9,"NTT DATA, Inc.","New York, NY","Singapore, Singapore",201 to 500 employees,-1,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,-1,-1,,59.0,85,72.0
Data Analyst,43-76 ,4.0,NYU Langone Health,"New York, NY","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),"NewYork-Presbyterian Hospital, Northwell Health",-1,185.0,43.0,76,59.5
Healthcare Data/Reporting Analyst,43-76 ,3.6,HOMETEAM,"New York, NY","New York, NY",51 to 200 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Honor, HomeHero",-1,13.0,43.0,76,59.5
Data Analyst I - Geriatrics and Palliative Care,43-76 ,3.4,Mount Sinai Health System,"New York, NY","New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,13.0,43.0,76,59.5
Data Analyst,43-76 ,-1.0,Monkey Algorithms LLC,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,,43.0,76,59.5
Data Analyst/Rochade,43-76 ,3.3,"Halcyon Solutions, Inc.","New York, NY","Dublin, OH",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,34.0,43.0,76,59.5
"Data Analyst, Revenue Analytics",43-76 ,3.2,Roman,"New York, NY","Bloomingdale, IL",201 to 500 employees,-1,Company - Private,-1,-1,$25 to $50 million (USD),-1,-1,,43.0,76,59.5
Data Analyst,43-76 ,3.8,COUNCIL ON ACCREDITATION,"New York, NY","New York, NY",51 to 200 employees,1977,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),-1,-1,49.0,43.0,76,59.5
Data Analyst,43-76 ,-1.0,APR Staffing,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,,43.0,76,59.5
"Data Analyst II, Division of Gastroenterology (Research)",43-76 ,3.4,Mount Sinai Health System,"New York, NY","New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,13.0,43.0,76,59.5
"Data Analyst, Student Success Program",43-76 ,3.2,Child Mind Institute,"New York, NY","New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1,-1,17.0,43.0,76,59.5
Big Data QA Analyst with Jupyter notebook,43-76 ,3.2,COOLSOFT,"Newark, NJ","Louisville, KY",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$10 to $25 million (USD),-1,-1,,43.0,76,59.5
"Analyst, Data Centers Industry",43-76 ,3.3,451 Research,"New York, NY","New York, NY",201 to 500 employees,2000,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Gartner, Forrester, IDC",-1,26.0,43.0,76,59.5
Data Analyst,43-76 ,-1.0,Stark HR Consulting LLC,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,,43.0,76,59.5
Financial - Data Analyst,43-76 ,3.8,Amenity Analytics,"New York, NY","New York, NY",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,11.0,43.0,76,59.5
Data Analyst with Data Scanning and Profiling,43-76 ,3.3,"Halcyon Solutions, Inc.","New York, NY","Dublin, OH",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,34.0,43.0,76,59.5
Business Analyst - Data Governance,43-76 ,4.1,Rockstar Games,"New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),-1,-1,28.0,43.0,76,59.5
Senior Data Analyst - Health Economist,43-76 ,2.9,Vericred,"New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,11.0,43.0,76,59.5
Lead Data Insights Analyst,43-76 ,-1.0,TapRm,"Brooklyn, NY","New York, NY",Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1,,43.0,76,59.5
Research Analyst (Data Science),43-76 ,3.4,APCO Worldwide,"New York, NY","Washington, DC",501 to 1000 employees,1984,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"Edelman, Burson-Marsteller, FleishmanHillard",-1,42.0,43.0,76,59.5
Data Management Analyst,43-76 ,2.5,Brooklyn Community Services,"Brooklyn, NY","Brooklyn, NY",201 to 500 employees,1886,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,-1,140.0,43.0,76,59.5
Business Analyst / Data Analyst,43-76 ,4.4,Softcom Systems,"Weehawken, NJ","Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,,43.0,76,59.5
Healthcare Data/Reporting Analyst,43-76 ,3.9,Diverse Lynx,"New York, NY","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,24.0,43.0,76,59.5
Clinical Data Analyst,43-76 ,2.3,Fair Health,"New York, NY","New York, NY",1 to 50 employees,-1,Nonprofit Organization,-1,-1,$10 to $25 million (USD),-1,-1,,43.0,76,59.5
Sr. Data Profiling Analyst,43-76 ,3.6,UBS,"New York, NY","Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"Deutsche Bank, Credit Suisse, Morgan Stanley",-1,164.0,43.0,76,59.5
"Data Analytics Analyst or Associate, Cowen Sustainable Investments",43-76 ,-1.0,"Cowen Group, Inc.","New York, NY","West Hartford, CT",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1,,43.0,76,59.5
Data Analyst,43-76 ,3.6,Workforce Logiq,"Haworth, NJ","Orlando, FL",501 to 1000 employees,1999,Company - Private,Consulting,Business Services,$50 to $100 million (USD),"Appen, Lionbridge",-1,27.0,43.0,76,59.5
Data Analyst,43-76 ,3.3,Cross River Bank,"Fort Lee, NJ","Fort Lee, NJ",201 to 500 employees,2008,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,-1,18.0,43.0,76,59.5
"Sr. Data Analyst, Revenue Analytics, Peacock",43-76 ,3.8,NBCUniversal,"New York, NY","New York, NY",10000+ employees,1906,Company - Public,TV Broadcast & Cable Networks,Media,$10+ billion (USD),-1,-1,120.0,43.0,76,59.5
Senior Data Analyst,43-76 ,3.7,Narrativ,"New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,11.0,43.0,76,59.5
Data Analyst,43-76 ,-1.0,CompuForce,"New York, NY","New York, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,43.0,76,59.5
Senior Data Analyst - Data Cataloging / Data Profiling,43-76 ,3.6,Perficient,"New York, NY","Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1,-1,28.0,43.0,76,59.5
Data/Report Analyst,60-110 ,4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1,,60.0,110,85.0
Senior Data Analyst,60-110 ,4.1,Bounce Exchange,"New York, NY","New York, NY",201 to 500 employees,2012,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,-1,14.0,60.0,110,85.0
Human Capital Data Analyst,60-110 ,4.5,Green Key Resources,"New York, NY","New York, NY",201 to 500 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Beacon Hill Staffing Group, PageGroup, Solomon Page",-1,22.0,60.0,110,85.0
GIS Data analyst,60-110 ,3.7,22nd Century Technologies,"New York, NY","Somerset, NJ",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,TRUE,29.0,60.0,110,85.0
Junior Data Analytics Solutions Analyst,60-110 ,3.1,Praescient Analytics,"New York, NY","Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,15.0,60.0,110,85.0
Data Analyst,60-110 ,-1.0,"Capgemini America, Inc.","Jersey City, NJ",-1,-1,-1,-1,-1,-1,-1,-1,-1,,60.0,110,85.0
Data Analyst w/Capital Markets,60-110 ,3.7,Software Guidance & Assistance,"Jersey City, NJ","Tarrytown, NY",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1,45.0,60.0,110,85.0
"VP, Research Project Analyst/Data Management",60-110 ,3.7,Citi,"New York, NY","New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,214.0,60.0,110,85.0
Food Data Analyst,60-110 ,3.2,Metropolitan Council on Jewish Poverty,"New York, NY","New York, NY",201 to 500 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,-1,,60.0,110,85.0
Data Management Analyst,60-110 ,3.6,TSR Consulting,"New York, NY","Hauppauge, NY",201 to 500 employees,1969,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1,57.0,60.0,110,85.0
Data Governance Analyst,60-110 ,3.6,UBS,"Weehawken, NJ","Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"Deutsche Bank, Credit Suisse, Morgan Stanley",-1,164.0,60.0,110,85.0
"Data Analyst, Enterprise Analytics",60-110 ,3.7,"Take-Two Interactive Software, Inc.","New York, NY","New York, NY",1001 to 5000 employees,1993,Company - Public,Video Games,Media,$1 to $2 billion (USD),"Activision Blizzard, Electronic Arts",-1,33.0,60.0,110,85.0
Data Analytics Solutions Analyst - Mid with Security Clearance,60-110 ,3.1,Praescient Analytics,"New York, NY","Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,15.0,60.0,110,85.0
Data Analyst Assistant,60-110 ,-1.0,Teus Health,"Newark, NJ",-1,-1,-1,-1,-1,-1,-1,-1,-1,,60.0,110,85.0
Investment Management Summer Analyst Program - Office of COO: Data & Analytics,60-110 ,3.8,Morgan Stanley,"New York, NY","New York, NY",10000+ employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,91.0,60.0,110,85.0
Data Collection Analyst,60-110 ,4.1,ICAP at Columbia University,"New York, NY","New York, NY",501 to 1000 employees,2003,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,23.0,60.0,110,85.0
Data Collection Analyst,60-110 ,3.8,Columbia University Medical Center,"New York, NY","New York, NY",5001 to 10000 employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,,60.0,110,85.0
Sr Business /Data Analyst- Reference data,60-110 ,3.7,Xoriant Corporation,"Jersey City, NJ","Sunnyvale, CA",1001 to 5000 employees,1990,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"Persistent Systems (India), GlobalLogic, Synechron",-1,36.0,60.0,110,85.0
Data Analyst,60-110 ,4.7,The Denzel Group,"South Plainfield, NJ","Allentown, PA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,60.0,110,85.0
SENIOR DATA ANALYST,60-110 ,3.7,Montefiore Medical,"New York, NY","Bronx, NY",10000+ employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1,-1,142.0,60.0,110,85.0
Senior Data Analyst / Scientist,60-110 ,3.3,Cedent Consulting,"New York, NY","Frisco, TX",1 to 50 employees,-1,Company - Private,Consulting,Business Services,Less than $1 million (USD),-1,-1,,60.0,110,85.0
Senior Data Analyst - Regulatory Reporting,60-110 ,3.4,ACS,"New York, NY","Moore, OK",1 to 50 employees,-1,Company - Private,General Repair & Maintenance,"Construction, Repair & Maintenance",$1 to $5 million (USD),-1,-1,,60.0,110,85.0
Data Reporting Analyst,60-110 ,3.2,NADAP,"New York, NY","New York, NY",201 to 500 employees,1971,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,-1,-1,55.0,60.0,110,85.0
Data Governance Analyst,60-110 ,-1.0,SGA Inc.,"New York, NY","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1,30.0,60.0,110,85.0
Data Analyst,60-110 ,-1.0,Newspaper Administration,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,,60.0,110,85.0
Senior Data Analyst (6-12 Month Contract-Remote),60-110 ,5.0,VISTRADA,"New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1,,60.0,110,85.0
"Principal Data Analyst, LATAM â€“ Disney Streaming Services",60-110 ,3.6,Disney Streaming Services,"New York, NY","New York, NY",501 to 1000 employees,2018,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,8.0,60.0,110,85.0
Data Analyst- Win 10 Migration- NYC,60-110 ,3.0,Royal Communications Consultants Inc,"New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,TRUE,,60.0,110,85.0
Data Analyst (35 hours/week),60-110 ,3.5,CASES,"New York, NY","Brooklyn, NY",201 to 500 employees,1989,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),-1,-1,37.0,60.0,110,85.0
Tech Business/Data Analyst,60-110 ,1.0,Sphinix Network Solutions Inc.,"New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,-1,,60.0,110,85.0
